Date,High,Low,Open,Close,Volume,Adj Close
2010-01-04,68.33000183105469,66.52999877929688,67.58999633789062,67.0999984741211,1511500.0,47.33804702758789
2010-01-05,68.19999694824219,66.44999694824219,67.23999786376953,68.12000274658203,2173700.0,48.057647705078125
2010-01-06,68.94000244140625,68.02999877929688,68.2300033569336,68.44000244140625,1814900.0,48.283409118652344
2010-01-07,69.38999938964844,67.70999908447266,68.26000213623047,68.73999786376953,1329100.0,48.49504470825195
2010-01-08,68.63999938964844,67.08999633789062,68.26000213623047,67.8499984741211,1021900.0,47.86717224121094
2010-01-11,68.72000122070312,67.69000244140625,68.13999938964844,68.16999816894531,974400.0,48.09292984008789
2010-01-12,68.08999633789062,66.70999908447266,67.70999908447266,67.48999786376953,1391700.0,47.61318588256836
2010-01-13,68.73999786376953,67.30000305175781,67.61000061035156,68.5999984741211,1384200.0,48.396278381347656
2010-01-14,68.77999877929688,67.80000305175781,68.43000030517578,68.30999755859375,967100.0,48.191673278808594
2010-01-15,68.44999694824219,67.61000061035156,68.19000244140625,68.08999633789062,1421900.0,48.03648376464844
2010-01-19,69.62000274658203,67.83999633789062,68.26000213623047,69.52999877929688,1721700.0,49.0523681640625
2010-01-20,69.19000244140625,68.33000183105469,69.0199966430664,69.06999969482422,1591300.0,48.72785949707031
2010-01-21,69.30000305175781,65.58000183105469,68.87999725341797,65.83999633789062,2598500.0,46.44914245605469
2010-01-22,66.5199966430664,63.939998626708984,65.5199966430664,64.27999877929688,2289400.0,45.34858703613281
2010-01-25,65.56999969482422,63.59000015258789,65.25,65.0999984741211,1560700.0,45.92709732055664
2010-01-26,65.94000244140625,64.2300033569336,64.77999877929688,64.72000122070312,1436900.0,45.65899658203125
2010-01-27,65.44000244140625,63.349998474121094,64.26000213623047,65.06999969482422,2375600.0,45.90591812133789
2010-01-28,65.93000030517578,64.69000244140625,65.75,65.38999938964844,1440400.0,46.131683349609375
2010-01-29,66.25,64.2300033569336,65.80999755859375,64.87000274658203,1783500.0,45.76482391357422
